name,catalog,class,significance,cat_name,var_flag,streak_src_flag,pileup_flag,ra,dec,offset,missing,sat_src_flag,extent_flag,conf_flag,cat_ra,cat_dec
2CXO J120151.0-185155,simbad,HMXB,5.125000000000038,[ZFR2002] 9                        ,1,0,0,180.46264705910332,-18.865310208032657,0.4573122852149106,0.4153846153846154,0,0,0,180.46254166666665,-18.86538888888889
2CXO J100510.9-074533,NGC3115CXO    ,LMXB,4.5789473684210185,CXOU J100510.9-074533   ,0,0,0,151.2954336310514,-7.759416040050647,0.4574855393246128,0.4153846153846154,0,0,0,151.29545,-7.759289999999999
2CXO J064110.7+095742,SKIFF,STAR,9.11064543962157,Cl* NGC 2264 RMS 3651      ,0,0,0,100.29471226994524,9.96180938814692,0.4574951084988361,0.3384615384615385,0,0,0,100.2945833,9.9618056
2CXO J220735.1+000401,VERONCAT,AGN,3.818181818182021,SDSS J22075+0004 ,0,0,0,331.89630685469984,0.0670730973275142,0.4575156015686378,0.3076923076923077,0,0,0,331.8963,0.0672
2CXO J124222.2+323219,simbad,HMXB,4.062500000000055,CXO J124222.2+323218               ,0,0,0,190.59280953775624,32.538700558808344,0.4576006953416514,0.46153846153846156,0,0,0,190.59291666666664,32.53861111111111
2CXO J104656.5-600602,SPICY,YSO,3.428571428571344,8499,0,0,0,161.73557224492174,-60.10081441757502,0.4577600377745692,0.3384615384615385,0,0,0,161.735387,-60.100727
2CXO J082636.6+431104,VERONCAT,AGN,4.8235294117645235,SDSS J08266+4311 ,0,0,0,126.65267417169571,43.18469341342657,0.457805628650396,0.2923076923076923,0,0,0,126.6525,43.1847
2CXO J213708.3+573351,SKIFF,STAR,6.137931034482513,BD+56 2606                 ,1,0,0,324.28495179296453,57.56427685380598,0.4578231000632891,0.18461538461538463,0,0,0,324.2848333,57.5641667
2CXO J010747.0-173029,simbad,HMXB,5.515151515151366,[BLF2016] 16.94613-17.50830        ,0,0,0,16.946101207397362,-17.508180371789038,0.4580047378416019,0.47692307692307695,0,0,0,16.946125,-17.508305555555555
2CXO J174549.1-290502,SPICY,YSO,8.45723008466415,62418,1,0,0,266.4546835156623,-29.084030537514025,0.4580798261763097,0.4307692307692308,0,0,0,266.454814,-29.084087
2CXO J235756.2-323632,simbad,HMXB,7.783914387702643,CXO J235756.2-323632               ,0,0,0,359.48431516826133,-32.60907931591838,0.4583858772761165,0.4307692307692308,0,0,0,359.48416666666657,-32.60905555555556
